0,http://blogs.itmedia.co.jp/itsolutionjuku/2014/10/post-dd34.html,junpei0029,99,提案書とは何か、何を書けば良いのか：ITソリューション塾：ITmedia オルタナティブ・ブログ,http://cdn-ak.b.st-hatena.com/entryimage/232037833-1413067789.jpg
1,http://techkitakayu.hateblo.jp/entry/2014/10/03/123956,junpei0029,725,エンジニアならこれ読んどけって本まとめ - techkitakayu’s diary,http://cdn-ak.b.st-hatena.com/entryimage/230378181-1412312677.jpg
2,http://cards.hateblo.jp/entry/okane-no-matome/,junpei0029,1959,！家計、経済、金融、保険、税金などの知識をつけて、お金のしくみを理解しよう。 - クレジットカードの読みもの,http://cdn-ak.b.st-hatena.com/entryimage/200327946-1403162702.jpg
3,http://enjoylifeinenglish.blog112.fc2.com/blog-entry-369.html,junpei0029,734,リスニングの音の聞き取りがラクになる！７つの発音ルール｜Enjoy Life in English!,http://cdn-ak.b.st-hatena.com/entryimage/229183713-1411891057.jpg
4,http://www.slideshare.net/shinyorke/python-39061157,junpei0029,215,Pythonではじめる野球プログラミング PyCon JP 2014 9/14 Talk Session,http://cdn-ak.b.st-hatena.com/entryimage/226047413-1410704551.jpg
5,http://antibayesian.hateblo.jp/entry/2014/09/15/162605,junpei0029,595,統計屋のためのAWK入門 - あんちべ！,http://cdn-ak.b.st-hatena.com/entryimage/226243865-1410766782.jpg
6,http://www.lifehacker.jp/2014/09/140903cheat.html,junpei0029,923,スーツと靴が完璧にマッチする「ファッションの早見表」 ｜ ライフハッカー［日本版］,http://cdn-ak.b.st-hatena.com/entryimage/223358685-1409750087.jpg
7,http://hatebu-matome.xyz/hatebu-amazon-it/,junpei0029,230,歴代で最もはてブ数を獲得したAmazonのIT技術書ランキング100,http://cdn-ak.b.st-hatena.com/entryimage/222021645-1409303772.jpg
8,http://matome.naver.jp/odai/2140721969631974401,junpei0029,43,デートはゴロ寝に限る？だらだら、まったりゴロゴロデートOKなスポット - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/221819261-1409230108.jpg
9,http://www.rickynews.com/blog/2014/08/25/why-you-need-to-use-reverse-proxy/,junpei0029,601,フロントエンジニアに知ってもらいたいリバースプロキシの重要性 - RickyNews,http://cdn-ak.b.st-hatena.com/entryimage/220948141-1408966162.jpg
10,http://qiita.com/KeithYokoma/items/d6c3bd07fc57b93f91cc,junpei0029,60,Java - コールバックと上手に付き合う - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/220847429-1408939866.jpg
11,http://knowledge-plus.com/english/46/,junpei0029,381,ビジネスで英語を使うには中学で習った英単語35個をまずはマスターすること | English Plus,http://cdn-ak.b.st-hatena.com/entryimage/220365933-1408778661.jpg
12,http://kinokoru.jp/archives/794,junpei0029,92,『計算機プログラムの構造と解釈』(SICP)を読み終えて | きのこる庭,http://cdn-ak.b.st-hatena.com/entryimage/219685389-1408544000.jpg
13,http://smoothfoxxx.livedoor.biz/archives/52143746.html,junpei0029,110,【資料作成】『外資系コンサルが実践する 資料作成の基本 パワーポイント、ワード、エクセルを使い分けて「伝える」→「動かす」王道70』吉澤準特:マインドマップ的読書感想文,http://cdn-ak.b.st-hatena.com/entryimage/219533765-1408506173.jpg
14,http://commte.net/blog/archives/4663,junpei0029,125,ずいぶん速くなった！ページ表示高速化テクニックまとめ | コムテブログ,http://cdn-ak.b.st-hatena.com/entryimage/218927097-1408321331.jpg
15,http://jbpress.ismedia.jp/articles/-/41392,junpei0029,249,外資系に入るための具体的ステップ 若者よ、外資系はいいぞ（その8）～少しでも興味があるならまずは動いてみよう：JBpress(日本ビジネスプレス),http://cdn-ak.b.st-hatena.com/entryimage/213774469-1407100602.jpg
16,http://suzukidesu23.hateblo.jp/entry/gyutan0731,junpei0029,304,仙台で牛タンを食べるのに悩んだらここ！仙台駅の「牛たん通り」がお薦め　4店舗の個人的比較もあります。 - 鈴木です。,http://cdn-ak.b.st-hatena.com/entryimage/212991933-1406973849.jpg
17,http://www.slideshare.net/shima__shima/2014-mtokyoscipy6,junpei0029,73,PyMCがあれば，ベイズ推定でもう泣いたりなんかしない,http://cdn-ak.b.st-hatena.com/entryimage/212734085-1406941227.jpg
18,http://qiita.com/hirokidaichi/items/d6c473d8011bd9330e63,junpei0029,921,何かのときにすっと出したい、プログラミングに関する法則・原則一覧 - Qiita,http://cdn-ak.b.st-hatena.com/entryimage/208313657-1405953979.jpg
19,http://tagomoris.hatenablog.com/entry/2014/07/18/135932,junpei0029,521,DISられないUIを作るために最低限守るべき5つの鉄則 - たごもりすメモ,http://cdn-ak.b.st-hatena.com/entryimage/207152833-1405659603.jpg
20,http://www.lifehacker.jp/2014/07/140714book_to_read.html,junpei0029,415,「多読」か「精読」か：キャリア官僚が教える速読術 : ライフハッカー［日本版］,http://cdn-ak.b.st-hatena.com/entryimage/205353809-1405291670.jpg
21,http://matome.naver.jp/odai/2134283398860369101,junpei0029,2,【ゴルフ】プロのスイング 正面スロー動画まとめ - NAVER まとめ,http://cdn-ak.b.st-hatena.com/entryimage/103605170-1343383541.jpg
22,http://www.danshihack.com/2014/07/13/junp/tabearuki-yakiniku.html,junpei0029,306,食べ歩きの達人が選ぶ「東京の焼肉」10選 | 男子ハック,http://cdn-ak.b.st-hatena.com/entryimage/205089453-1405242347.jpg
23,http://plus.appgiga.jp/masatolan/2014/07/10/52941/,junpei0029,931,Webアプリの開発でありがちな問題を「一発解消」するWebサービス10選が便利過ぎる！ | APPGIGA!!（アプギガ）,http://cdn-ak.b.st-hatena.com/entryimage/203459941-1405041972.jpg
24,http://webya.opdsgn.com/material/simpleicons2014/,junpei0029,183,もうシンプルアイコン探しには困りたくない！フリーのシンプルアイコンを厳選26選！ | バンクーバーのうぇぶ屋,http://cdn-ak.b.st-hatena.com/entryimage/203224717-1404875191.jpg
25,http://www.nxworld.net/material/high-quality-ui-kits-201407.html,junpei0029,382,最近気になったハイクオリティなUIキット #5 | NxWorld,http://cdn-ak.b.st-hatena.com/entryimage/202972742-1404724126.jpg
26,http://blog.yoslab.com/entry/2014/07/04/072734,junpei0029,51,書評 - 実践 機械学習 レコメンデーションにおけるイノベーション - よしだのブログ,http://cdn-ak.b.st-hatena.com/entryimage/202779762-1404601333.jpg
27,http://www.ideaxidea.com/archives/2014/06/api_io.html,junpei0029,120,128種類のAPIから横断的に検索できる『APIs.io』 | IDEA*IDEA,http://cdn-ak.b.st-hatena.com/entryimage/201938818-1404111033.jpg
28,http://postd.cc/10-articles-every-programmer-must-read/,junpei0029,1410,すべてのプログラマが読むべき記事10選 | POSTD,http://cdn-ak.b.st-hatena.com/entryimage/201533122-1403861137.jpg
29,http://growthhack.sirok.co.jp/growthhacks/statistics/,junpei0029,1263,今から統計学を学ぶならコレ！間違い無しの超良質記事まとめ10選。 | SIROKグロースハックブログ,http://cdn-ak.b.st-hatena.com/entryimage/201311746-1403744376.jpg
30,http://dsksyoya-blog.com/website-557,junpei0029,58,人探し・出欠管理・余興など、同窓会で使えるサイト10選！ | 笑屋の同窓会 blog,http://cdn-ak.b.st-hatena.com/entryimage/200904186-1403510093.jpg
